,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
3099,3099,3574,4835,4835,4835,4835,4835,Kayserispor,Altan Günes,09/02/1986,Defensive Midfield,Without Club,01/07/2019,free transfer,21/08/2015
3100,3100,3575,4837,4837,4837,4837,4837,Kayserispor,Kamber Arslan,05/01/1980,Defensive Midfield,Retired,05/03/2014,-,20/07/2013
3101,3101,3576,4838,4838,4838,4838,4838,Kayserispor,Ragip Basdag,09/06/1978,Defensive Midfield,Retired,01/07/2017,free transfer,24/08/2016
3102,3102,3581,4843,4843,4843,4843,4843,Kayserispor,Aydemir Yavuz,25/10/1985,Centre-Back,Unknown,01/02/2018,free transfer,20/09/2017
3103,3103,3582,4844,4844,4844,4844,4844,Kayserispor,Veysel Aksu,01/01/1985,Centre-Back,Alasehir Bld,03/11/2021,free transfer,04/06/2021
3104,3104,3583,4845,4845,4845,4845,4845,Kayserispor,Aydin Toscali,14/08/1980,Centre-Back,Retired,01/07/2014,free transfer,04/09/2013
3105,3105,3584,4846,4846,4846,4846,4846,Kayserispor,Rashad Sadyqov,16/06/1982,Centre-Back,Retired,01/07/2020,?,11/02/2011
3106,3106,3585,4847,4847,4847,4847,4847,Kayserispor,Ali Turan,06/09/1983,Centre-Back,Retired,08/09/2020,free transfer,05/09/2012
3107,3107,3586,4848,4848,4848,4848,4848,Kayserispor,Muhammet Hanifi Yoldas,20/04/1983,Centre-Back,Retired,01/07/2011,free transfer,18/01/2011
3108,3108,3587,4850,4850,4850,4850,4850,Kayserispor,Erman Sari,10/02/1986,Goalkeeper,Alibeyköy,15/01/2022,free transfer,27/10/2021
3109,3109,3588,4853,4853,4853,4853,4853,Malatyaspor,Ergun Cengiz,26/08/1987,Centre-Forward,K. Sinop Spor,10/09/2022,free transfer,26/08/2021
3110,3110,3589,4855,4855,4855,4855,4855,Malatyaspor,Mehmet Albayrak,16/08/1986,,Without Club,04/08/2020,free transfer,07/01/2019
3111,3111,3591,4857,4857,4857,4857,4857,Malatyaspor,Jiri Masek,05/10/1978,Centre-Forward,Retired,01/01/2018,free transfer,01/07/2012
3112,3112,3592,4858,4858,4858,4858,4858,Malatyaspor,Jean-Emmanuel Effa-Owona,26/12/1983,Centre-Forward,73 Sirnak Bld,11/10/2018,free transfer,01/07/2017
3113,3113,3593,4860,4860,4860,4860,4860,Malatyaspor,Mustafa Özkan,21/02/1975,Centre-Forward,Retired,15/04/2010,free transfer,01/02/2010
3114,3114,3594,4861,4861,4861,4861,4861,Malatyaspor,Okan Yilmaz,16/05/1978,Centre-Forward,Retired,01/07/2012,-,20/01/2012
3115,3115,3595,4864,4864,4864,4864,4864,Malatyaspor,Evren Turhan,10/09/1974,Attacking Midfield,Retired,01/07/2018,free transfer,14/02/2014
3116,3116,3596,4865,4865,4865,4865,4865,Malatyaspor,Tomas Michalek,27/11/1977,Right Midfield,Retired,01/07/2018,?,01/01/2016
3117,3117,3597,4866,4866,4866,4866,4866,Malatyaspor,Serkan Bensol,01/07/1973,Right Midfield,Retired,01/07/2008,?,01/02/2008
3118,3118,3598,4867,4867,4867,4867,4867,Malatyaspor,Sebastian Johansson,04/09/1980,Central Midfield,Ahlafors IF,12/05/2014,-,01/07/2013
3119,3119,3599,4869,4869,4869,4869,4869,Malatyaspor,Hakan Söyler,06/04/1983,Defensive Midfield,Retired,01/07/2016,-,27/01/2016
3120,3120,3600,4871,4871,4871,4871,4871,Malatyaspor,Serdal Boyraz,10/12/1975,Defensive Midfield,Retired,01/09/2009,-,02/02/2009
3121,3121,3601,4872,4872,4872,4872,4872,Malatyaspor,Ibrahim Kargbo,10/04/1982,Defensive Midfield,Retired,24/04/2019,free transfer,01/07/2016
3122,3122,3602,4874,4874,4874,4874,4874,Malatyaspor,Vedat Tasdemir,15/09/1989,Right-Back,Firat Üni,28/08/2022,free transfer,20/04/2021
3123,3123,3603,4875,4875,4875,4875,4875,Malatyaspor,Hakan Aslantas,26/08/1985,Right-Back,Retired,26/08/2022,-,01/07/2022
3124,3124,3605,4879,4879,4879,4879,4879,Malatyaspor,Ramazan Kahya,16/09/1984,Left-Back,Retired,01/07/2019,-,14/01/2019
3125,3125,3606,4881,4881,4881,4881,4881,Malatyaspor,Volkan Bekiroglu,20/12/1977,Left-Back,Retired,02/01/2012,?,29/08/2011
3126,3126,3607,4882,4882,4882,4882,4882,Malatyaspor,Aytac Ak,22/04/1985,Centre-Back,Retired,01/07/2018,free transfer,21/09/2017
3127,3127,3610,4885,4885,4885,4885,4885,Malatyaspor,Jiri Homola,02/07/1980,Centre-Back,Retired,01/07/2020,?,10/07/2018
3128,3128,3611,4886,4886,4886,4886,4886,Malatyaspor,Ömer Erdogan,03/05/1977,Centre-Back,Retired,01/07/2013,?,01/07/2006
3129,3129,3613,4889,4889,4889,4889,4889,Malatyaspor,Fevzi Tuncay,14/09/1977,Goalkeeper,Retired,01/07/2012,-,18/01/2012
3130,3130,3614,4890,4890,4890,4890,4890,Genclerbirligi Ankara,Mehmet Cakir,04/01/1984,Centre-Forward,Retired,01/07/2019,free transfer,18/09/2018
3131,3131,3615,4892,4892,4892,4892,4892,Genclerbirligi Ankara,Igor Bogdanovic,25/09/1974,Centre-Forward,Retired,01/07/2017,free transfer,11/08/2015
3132,3132,3617,4894,4894,4894,4894,4894,Genclerbirligi Ankara,Ugur Yilmaz,06/03/1988,,Kullar 1975,06/04/2021,-,04/08/2020
3133,3133,3618,4896,4896,4896,4896,4896,Genclerbirligi Ankara,Ugur Boral,14/04/1982,Left Midfield,Retired,01/07/2015,free transfer,30/07/2012
3134,3134,3619,4898,4898,4898,4898,4898,Genclerbirligi Ankara,Tayfun Korkut,02/04/1974,Right Midfield,Retired,01/07/2006,-,07/02/2006
3135,3135,3620,4900,4900,4900,4900,4900,Genclerbirligi Ankara,Engin Baytar,11/07/1983,Central Midfield,Without Club,12/07/2021,free transfer,04/06/2021
3136,3136,3621,4902,4902,4902,4902,4902,Genclerbirligi Ankara,Christophe Lepoint,24/10/1984,Central Midfield,RFC Seraing,01/07/2022,?,17/01/2021
3137,3137,3623,4905,4905,4905,4905,4905,Genclerbirligi Ankara,Josip Skoko,10/12/1975,Central Midfield,Retired,01/07/2011,free transfer,01/07/2010
3138,3138,3624,4906,4906,4906,4906,4906,Genclerbirligi Ankara,Kerem Seras,01/01/1984,Defensive Midfield,Without Club,15/01/2020,?,30/08/2018
3139,3139,3625,4908,4908,4908,4908,4908,Genclerbirligi Ankara,Gökhan Gönül,04/01/1985,Right-Back,C. Rizespor,16/07/2021,free transfer,06/08/2020
3140,3140,3626,4910,4910,4910,4910,4910,Genclerbirligi Ankara,Erhan Güven,15/05/1982,Right-Back,Retired,01/07/2014,free transfer,22/01/2014
3141,3141,3627,4911,4911,4911,4911,4911,Genclerbirligi Ankara,Christian Järdler,03/06/1982,Left-Back,Retired,12/09/2013,free transfer,01/01/2009
3142,3142,3629,4914,4914,4914,4914,4914,Genclerbirligi Ankara,Ismail Güldüren,10/01/1979,Centre-Back,Retired,01/07/2010,free transfer,25/07/2009
3143,3143,3631,4917,4917,4917,4917,4917,Genclerbirligi Ankara,Ercüment Kafkasyali,13/09/1985,Goalkeeper,Cankaya FK,01/07/2022,?,11/08/2020
3144,3144,3632,4919,4919,4919,4919,4919,Genclerbirligi Ankara,Ömer Catkic,15/10/1974,Goalkeeper,Retired,01/07/2012,free transfer,04/07/2008
3145,3145,3633,4920,4920,4920,4920,4920,Genclerbirligi Ankara,Gökhan Tokgöz,22/04/1979,Goalkeeper,Retired,01/07/2012,?,30/01/2012
3146,3146,3635,4923,4923,4923,4923,4923,Samsunspor,Rafael Marques,27/05/1983,Centre-Forward,Primavera,20/01/2022,free transfer,02/03/2021
3147,3147,3636,4924,4924,4924,4924,4924,Samsunspor,Serkan Aykut,24/02/1975,Centre-Forward,Retired,01/01/2009,€500Th.,28/08/2002
3148,3148,3637,4925,4925,4925,4925,4925,Samsunspor,Caner Altin,03/07/1983,Centre-Forward,Retired,16/01/2014,?,05/09/2012
3149,3149,3638,4926,4926,4926,4926,4926,Samsunspor,Georgi Ivanov,02/07/1976,Centre-Forward,Retired,01/07/2009,€150Th.,01/07/2008
3150,3150,3639,4928,4928,4928,4928,4928,Samsunspor,Musa Aydin,01/11/1980,Right Winger,Retired,01/07/2016,free transfer,05/09/2012
3151,3151,3640,4930,4930,4930,4930,4930,Samsunspor,Celil Sagir,15/04/1974,Left Midfield,Retired,01/07/2013,-,19/01/2012
3152,3152,3643,4933,4933,4933,4933,4933,Samsunspor,Sefa Aksoy,26/02/1989,Central Midfield,68 Aksaray Bld,01/07/2022,free transfer,24/08/2021
3153,3153,3647,4938,4938,4938,4938,4938,Samsunspor,Adnan Güngör,20/09/1980,Defensive Midfield,Retired,01/07/2016,free transfer,17/08/2015
3154,3154,3650,4943,4943,4943,4943,4943,Samsunspor,Emre Balak,11/08/1988,Centre-Back,Without Club,04/08/2020,free transfer,19/09/2019
3155,3155,3651,4945,4945,4945,4945,4945,Samsunspor,Ibrahima Gueyé,19/02/1978,Centre-Back,Retired,01/07/2014,-,11/02/2014
3156,3156,3653,4947,4947,4947,4947,4947,Samsunspor,Yordan Petkov,11/03/1976,Centre-Back,Retired,01/07/2011,free transfer,01/01/2011
3157,3157,3654,4948,4948,4948,4948,4948,Samsunspor,Kenan Yelek,15/08/1975,Centre-Back,Retired,12/09/2011,free transfer,01/07/2000
3158,3158,3655,4950,4950,4950,4950,4950,Samsunspor,Seyhun Türe,23/02/1986,Goalkeeper,Beykozspor,18/10/2021,free transfer,26/03/2021
3159,3159,3656,4952,4952,4952,4952,4952,Samsunspor,Alioum Boukar,03/01/1972,Goalkeeper,Retired,30/07/2010,-,11/01/2008
3160,3160,3657,4954,4954,4954,4954,4954,MKE Ankaragücü,Ali Gherieni,11/06/1983,Centre-Forward,Retired,01/09/2015,-,04/07/2015
3161,3161,3658,4955,4955,4955,4955,4955,MKE Ankaragücü,Ahmed Belal,20/08/1980,Centre-Forward,Retired,28/01/2013,-,06/01/2013
3162,3162,3659,4956,4956,4956,4956,4956,MKE Ankaragücü,Umut Bulut,15/03/1983,Centre-Forward,Eyüpspor,05/08/2021,-,06/01/2020
3163,3163,3661,4961,4961,4961,4961,4961,MKE Ankaragücü,Birol Aksancak,08/04/1979,Left Winger,Retired,09/12/2009,?,14/08/2009
3164,3164,3662,4962,4962,4962,4962,4962,MKE Ankaragücü,Elvir Baljic,08/07/1974,Left Winger,Retired,01/07/2008,free transfer,29/08/2006
3165,3165,3663,4963,4963,4963,4963,4963,MKE Ankaragücü,Héverton,28/10/1985,Attacking Midfield,Retired,25/04/2016,free transfer,21/01/2016
3166,3166,3665,4965,4965,4965,4965,4965,MKE Ankaragücü,Robson,30/08/1988,Attacking Midfield,River Plate-SE,01/01/2013,-,01/01/2011
3167,3167,3666,4967,4967,4967,4967,4967,MKE Ankaragücü,Charles-Edouard Coridon,09/04/1973,Attacking Midfield,Retired,01/07/2008,?,01/07/2006
3168,3168,3667,4969,4969,4969,4969,4969,MKE Ankaragücü,Murat Duruer,15/01/1988,Central Midfield,Without Club,21/05/2019,?,31/08/2018
3169,3169,3668,4971,4971,4971,4971,4971,MKE Ankaragücü,Burak Karaduman,23/02/1985,Central Midfield,Retired,01/07/2018,free transfer,05/10/2017
3170,3170,3669,4972,4972,4972,4972,4972,MKE Ankaragücü,Deniz Kolgu,28/01/1974,Central Midfield,Retired,30/07/2009,-,31/05/2009
3171,3171,3670,4973,4973,4973,4973,4973,MKE Ankaragücü,Cem Sinan Vergül,25/10/1978,Defensive Midfield,Retired,14/09/2012,?,26/08/2011
3172,3172,3672,4977,4977,4977,4977,4977,MKE Ankaragücü,Ergin Pektas,03/03/1987,midfield,Retired,01/07/2017,-,12/02/2016
3173,3173,3674,4979,4979,4979,4979,4979,MKE Ankaragücü,Abdurrahman Dereli,15/02/1981,Right-Back,Retired,08/01/2016,free transfer,06/07/2015
3174,3174,3675,4981,4981,4981,4981,4981,MKE Ankaragücü,Niyazi Güney,26/04/1974,Right-Back,Retired,01/07/2009,-,30/01/2009
3175,3175,3676,4984,4984,4984,4984,4984,MKE Ankaragücü,Ivaylo Petkov,24/03/1976,Left-Back,Retired,01/07/2011,free transfer,01/01/2009
3176,3176,3677,4985,4985,4985,4985,4985,MKE Ankaragücü,Emre Güngör,01/08/1984,Centre-Back,Retired,23/03/2017,free transfer,31/08/2016
3177,3177,3679,4987,4987,4987,4987,4987,MKE Ankaragücü,Gökmen Baris,19/01/1974,Centre-Back,Retired,01/07/2008,-,04/08/2006
3178,3178,3681,4990,4990,4990,4990,4990,MKE Ankaragücü,Hakan Kutlu,14/01/1972,Sweeper,Retired,01/07/2007,-,22/02/1993
3179,3179,3683,4992,4992,4992,4992,4992,MKE Ankaragücü,Serkan Kirintili,15/02/1985,Goalkeeper,Ümraniyespor,01/07/2022,free transfer,01/02/2021
3180,3180,3684,4994,4994,4994,4994,4994,Konyaspor,Soner Baymis,03/12/1985,,Retired,04/08/2020,-,23/10/2019
3181,3181,3685,4996,4996,4996,4996,4996,Konyaspor,Gustave Bebbe,22/06/1982,Centre-Forward,S. Kapadokya,23/03/2021,free transfer,17/01/2020
3182,3182,3686,4997,4997,4997,4997,4997,Konyaspor,Tayfun Türkmen,12/04/1978,Centre-Forward,Retired,01/07/2012,free transfer,19/08/2010
3183,3183,3690,5003,5003,5003,5003,5003,Konyaspor,Mustafa Er,11/01/1980,Central Midfield,Retired,01/07/2014,-,01/01/2014
3184,3184,3691,5004,5004,5004,5004,5004,Konyaspor,Tayfun Seven,25/06/1980,Central Midfield,Retired,01/07/2015,?,01/09/2014
3185,3185,3692,5005,5005,5005,5005,5005,Konyaspor,Gökhan Cakir,14/07/1987,Defensive Midfield,K. Sinop Spor,04/06/2021,-,11/06/2019
3186,3186,3693,5006,5006,5006,5006,5006,Konyaspor,Zafer Demir,08/01/1977,Defensive Midfield,Retired,01/07/2013,-,08/02/2013
3187,3187,3694,5007,5007,5007,5007,5007,Konyaspor,Levent Kartop,21/08/1979,Defensive Midfield,Retired,27/12/2012,free transfer,11/07/2012
3188,3188,3696,5010,5010,5010,5010,5010,Konyaspor,Yasin Celik,08/04/1975,Right-Back,Retired,01/07/2009,-,20/01/2009
3189,3189,3698,5014,5014,5014,5014,5014,Konyaspor,Ömer Gündostu,01/06/1976,Centre-Back,Retired,01/07/2011,-,30/09/2010
3190,3190,3699,5015,5015,5015,5015,5015,Konyaspor,Abdelzaher El Saka,30/01/1974,Centre-Back,Retired,01/05/2012,free transfer,01/07/2010
3191,3191,3700,5016,5016,5016,5016,5016,Konyaspor,Ümit Bozkurt,20/04/1976,Sweeper,Retired,01/02/2011,free transfer,23/07/2010
3192,3192,3701,5017,5017,5017,5017,5017,Konyaspor,Eray Birnican,20/07/1988,Goalkeeper,GMG Kastamonu,04/09/2022,free transfer,04/10/2020
3193,3193,3703,5020,5020,5020,5020,5020,Konyaspor,Özden Öngün,10/09/1978,Goalkeeper,Retired,30/12/2013,?,31/01/2013
3194,3194,3704,5024,5024,5024,5024,5024,Denizlispor,Mehmet Yilmaz,22/05/1979,Centre-Forward,Retired,07/05/2013,-,01/02/2013
3195,3195,3705,5025,5025,5025,5025,5025,Denizlispor,Hüseyin Kartal,01/01/1982,Centre-Forward,Retired,01/07/2016,-,29/01/2015
3196,3196,3706,5030,5030,5030,5030,5030,Denizlispor,Yusuf Simsek,20/07/1975,Attacking Midfield,Retired,01/07/2012,free transfer,01/07/2011
3197,3197,3707,5031,5031,5031,5031,5031,Denizlispor,Baris Bakir,30/06/1984,Left Midfield,Alibeyköy,01/09/2022,free transfer,19/11/2021
3198,3198,3708,5032,5032,5032,5032,5032,Denizlispor,Güven Varol,02/06/1981,Right Midfield,Retired,01/07/2017,free transfer,20/08/2013
3199,3199,3709,5033,5033,5033,5033,5033,Denizlispor,Miikka Multaharju,09/10/1977,Right Midfield,Retired,01/01/2010,free transfer,01/01/2009
3200,3200,3710,5034,5034,5034,5034,5034,Denizlispor,Selim Teber,07/03/1981,Central Midfield,SW Frankenthal,01/08/2018,-,01/07/2017
3201,3201,3711,5036,5036,5036,5036,5036,Denizlispor,Fatih Egedik,02/05/1982,Defensive Midfield,Retired,01/07/2019,-,15/02/2018
3202,3202,3712,5037,5037,5037,5037,5037,Denizlispor,Serhat Gülpinar,01/01/1979,Defensive Midfield,Retired,24/12/2014,free transfer,06/09/2013
3203,3203,3713,5038,5038,5038,5038,5038,Denizlispor,Tomas Abraham,18/04/1979,Defensive Midfield,Retired,24/11/2019,free transfer,01/01/2018
3204,3204,3714,5039,5039,5039,5039,5039,Denizlispor,Bülent Ertugrul,17/09/1978,Defensive Midfield,Retired,01/07/2015,free transfer,16/08/2013
3205,3205,3715,5040,5040,5040,5040,5040,Denizlispor,Mustafa Keceli,15/09/1978,Left-Back,Retired,01/07/2016,free transfer,08/01/2014
3206,3206,3716,5041,5041,5041,5041,5041,Denizlispor,Ismail Konuk,16/01/1988,Centre-Back,Tuzlaspor,07/09/2020,free transfer,09/08/2019
3207,3207,3717,5042,5042,5042,5042,5042,Denizlispor,Volkan Al,05/07/1983,Centre-Back,Fatihspor,01/07/2019,free transfer,01/07/2018
3208,3208,3718,5043,5043,5043,5043,5043,Denizlispor,Ibrahim Celik,12/05/1980,Centre-Back,Retired,28/08/2013,?,05/09/2011
3209,3209,3719,5044,5044,5044,5044,5044,Denizlispor,Radek Dosoudil,20/06/1983,Centre-Back,AFK Libcice,21/02/2022,free transfer,01/07/2021
3210,3210,3720,5045,5045,5045,5045,5045,Denizlispor,Roman Kratochvil,24/06/1974,Centre-Back,Retired,24/07/2021,free transfer,27/07/2018
3211,3211,3722,5048,5048,5048,5048,5048,Denizlispor,Cenk Gönen,21/02/1988,Goalkeeper,Kayserispor,24/08/2021,free transfer,13/08/2020
3212,3212,3724,5050,5050,5050,5050,5050,Denizlispor,Süleyman Kücük,13/02/1978,Goalkeeper,Retired,01/07/2017,-,12/01/2017
3213,3213,3725,5051,5051,5051,5051,5051,Denizlispor,Souleymanou Hamidou,22/11/1973,Goalkeeper,Retired,01/07/2011,free transfer,07/07/2008
3214,3214,3726,5052,5052,5052,5052,5052,Gaziantepspor,Onur Aydin,13/01/1988,Centre-Forward,Caycumaspor,17/11/2021,free transfer,15/04/2021
3215,3215,3727,5054,5054,5054,5054,5054,Gaziantepspor,Veysel Cihan,04/02/1976,Centre-Forward,Retired,01/07/2012,?,05/09/2011
3216,3216,3728,5055,5055,5055,5055,5055,Gaziantepspor,Gökhan Gülec,25/09/1985,Centre-Forward,Retired,01/07/2015,free transfer,26/08/2013
3217,3217,3730,5057,5057,5057,5057,5057,Gaziantepspor,Erdal Kilicaslan,23/08/1984,Left Winger,Retired,30/11/2017,free transfer,27/07/2017
3218,3218,3731,5059,5059,5059,5059,5059,Gaziantepspor,Shingayi Kaondera,31/07/1982,Attacking Midfield,Retired,01/01/2013,free transfer,01/07/2012
3219,3219,3733,5063,5063,5063,5063,5063,Gaziantepspor,Serkan Atak,03/01/1984,Central Midfield,Retired,01/07/2017,-,18/01/2017
3220,3220,3734,5064,5064,5064,5064,5064,Gaziantepspor,Engin Öztonga,10/08/1978,Central Midfield,Retired,01/07/2013,?,26/08/2011
3221,3221,3736,5066,5066,5066,5066,5066,Gaziantepspor,Sedat Agcay,22/09/1981,Defensive Midfield,Retired,04/08/2020,free transfer,04/08/2017
3222,3222,3737,5067,5067,5067,5067,5067,Gaziantepspor,Erdal Günes,29/03/1982,Defensive Midfield,Retired,01/07/2017,free transfer,03/02/2014
3223,3223,3738,5069,5069,5069,5069,5069,Gaziantepspor,Tareq Al Tayeb,28/02/1977,midfield,Retired,01/07/2016,?,01/07/2015
3224,3224,3739,5070,5070,5070,5070,5070,Gaziantepspor,Osman Simsek,27/12/1989,,K. Yildirimspor,18/01/2019,free transfer,05/10/2018
3225,3225,3740,5072,5072,5072,5072,5072,Gaziantepspor,Ekrem Dag,05/12/1980,Right-Back,Retired,01/07/2017,-,01/01/2017
3226,3226,3742,5076,5076,5076,5076,5076,Gaziantepspor,Mehmet Cogum,05/02/1983,Centre-Back,Retired,22/11/2014,-,30/01/2014
3227,3227,3744,5079,5079,5079,5079,5079,Gaziantepspor,Abdelilah Fahmi,03/08/1973,Centre-Back,Retired,01/07/2009,?,01/01/2007
3228,3228,3745,5081,5081,5081,5081,5081,Gaziantepspor,Adem Dursun,26/12/1979,Centre-Back,Retired,01/07/2011,-,15/01/2011
3229,3229,3746,5082,5082,5082,5082,5082,Gaziantepspor,Hasan Yurt,13/06/1978,Centre-Back,Retired,01/07/2009,free transfer,20/07/2008
3230,3230,3747,5083,5083,5083,5083,5083,Gaziantepspor,Ferhat Kaya,11/03/1986,Goalkeeper,Without Club,01/07/2022,-,01/07/2021
3231,3231,3748,5084,5084,5084,5084,5084,Gaziantepspor,Tolgahan Acar,04/06/1986,Goalkeeper,Adana 1954 FK,08/09/2022,free transfer,12/01/2022
3232,3232,3749,5085,5085,5085,5085,5085,Gaziantepspor,Kaya Tarakci,23/04/1981,Goalkeeper,Retired,01/07/2021,-,10/01/2020
3233,3233,3751,5088,5088,5088,5088,5088,Ankaraspor,Emre Aktas,23/09/1986,Centre-Forward,Gebzespor,02/09/2022,free transfer,15/09/2021
3234,3234,3752,5090,5090,5090,5090,5090,Ankaraspor,Ersen Martin,23/05/1979,Centre-Forward,Retired,14/08/2013,free transfer,17/07/2012
3235,3235,3753,5091,5091,5091,5091,5091,Ankaraspor,Tita,20/07/1981,Left Winger,Retired,01/07/2019,free transfer,26/07/2018
3236,3236,3754,5092,5092,5092,5092,5092,Ankaraspor,Özer Hurmaci,20/11/1986,Attacking Midfield,Retired,11/03/2022,-,01/07/2021
3237,3237,3755,5093,5093,5093,5093,5093,Ankaraspor,Erman Özgür,13/04/1977,Attacking Midfield,Retired,01/07/2013,free transfer,23/08/2012
3238,3238,3757,5095,5095,5095,5095,5095,Ankaraspor,Halit Köprülü,20/01/1978,Right Midfield,Retired,01/07/2011,free transfer,31/08/2010
3239,3239,3758,5096,5096,5096,5096,5096,Ankaraspor,Murat Erdogan,01/08/1976,Central Midfield,Retired,24/12/2012,free transfer,01/07/2012
3240,3240,3761,5100,5100,5100,5100,5100,Ankaraspor,Balázs Molnár,01/07/1977,Defensive Midfield,Retired,01/07/2013,-,01/11/2011
3241,3241,3762,5102,5102,5102,5102,5102,Ankaraspor,Gökhan Kiraz,28/04/1986,,Retired,01/07/2011,?,05/10/2010
3242,3242,3763,5103,5103,5103,5103,5103,Ankaraspor,Anil Abanoz,16/03/1987,Right-Back,Without Club,01/07/2022,-,24/09/2019
3243,3243,3764,5105,5105,5105,5105,5105,Ankaraspor,Hasan Yigit,02/01/1975,Right-Back,Retired,01/07/2011,free transfer,01/09/2010
3244,3244,3766,5109,5109,5109,5109,5109,Ankaraspor,Radoslav Batak,15/08/1977,Centre-Back,Retired,01/01/2013,free transfer,01/01/2012
3245,3245,3767,5111,5111,5111,5111,5111,Ankaraspor,Adam Petrous,19/09/1977,Centre-Back,Retired,01/07/2019,?,09/08/2018
3246,3246,3768,5112,5112,5112,5112,5112,Ankaraspor,Kürsat Duymus,01/02/1979,Centre-Back,Retired,23/01/2013,?,02/09/2011
3247,3247,3769,5113,5113,5113,5113,5113,Ankaraspor,Özgür Bayer,04/04/1979,Centre-Back,Retired,09/07/2013,-,15/01/2013
3248,3248,3770,5114,5114,5114,5114,5114,Ankaraspor,Ramazan Tunc,17/09/1975,Centre-Back,Retired,18/01/2012,?,26/08/2011
3249,3249,3772,5121,5121,5121,5121,5121,Ankaraspor,Dragoslav Jevric,08/07/1974,Goalkeeper,Retired,01/07/2012,free transfer,01/07/2010
3250,3250,3773,5123,5123,5123,5123,5123,Trabzonspor,Ergin Keles,01/01/1987,Centre-Forward,GMG Kastamonu,19/08/2022,free transfer,07/09/2021
3251,3251,3774,5124,5124,5124,5124,5124,Trabzonspor,Fatih Tekke,09/09/1977,Centre-Forward,Retired,22/05/2012,free transfer,05/09/2011
3252,3252,3775,5125,5125,5125,5125,5125,Trabzonspor,Tomas Jun,17/01/1983,Second Striker,Casino Baden,01/07/2022,-,01/07/2019
3253,3253,3776,5126,5126,5126,5126,5126,Trabzonspor,Ibrahima Yattara,03/06/1980,Right Winger,Y. Civril Bld.,23/01/2022,-,01/07/2015
3254,3254,3777,5127,5127,5127,5127,5127,Trabzonspor,Ali Güzeldal,10/04/1986,Left Winger,Retired,11/12/2014,free transfer,18/07/2014
3255,3255,3780,5131,5131,5131,5131,5131,Trabzonspor,Adem Kocak,01/09/1983,Central Midfield,Retired,23/07/2022,free transfer,04/01/2018
3256,3256,3781,5132,5132,5132,5132,5132,Trabzonspor,Miroslaw Szymkowiak,12/11/1976,Central Midfield,Podgórze K.,01/07/2019,-,24/10/2014
3257,3257,3782,5133,5133,5133,5133,5133,Trabzonspor,Aykut Akgün,18/09/1987,Defensive Midfield,Nilüfer Bld. FK,12/09/2022,-,07/02/2022
3258,3258,3783,5134,5134,5134,5134,5134,Trabzonspor,Hasan Ücüncü,16/11/1980,Defensive Midfield,Retired,01/07/2014,-,03/09/2013
3259,3259,3784,5135,5135,5135,5135,5135,Trabzonspor,Hüseyin Cimsir,26/05/1979,Defensive Midfield,Retired,01/07/2013,-,23/08/2012
3260,3260,3785,5136,5136,5136,5136,5136,Trabzonspor,Ferhat Cökmüs,14/02/1985,Right-Back,Donatim,02/01/2020,-,18/10/2017
3261,3261,3787,5138,5138,5138,5138,5138,Trabzonspor,Fatih Akyel,26/12/1977,Right-Back,Retired,01/07/2010,free transfer,01/02/2010
3262,3262,3788,5141,5141,5141,5141,5141,Trabzonspor,Ufukhan Bayraktar,09/01/1986,,Without Club,04/08/2020,free transfer,08/01/2020
3263,3263,3790,5144,5144,5144,5144,5144,Trabzonspor,Tayfun Cora,05/12/1983,Centre-Back,Retired,15/07/2015,-,30/12/2014
3264,3264,3791,5145,5145,5145,5145,5145,Trabzonspor,Erdinc Yavuz,04/10/1978,Centre-Back,Retired,28/01/2015,free transfer,25/08/2014
3265,3265,3792,5147,5147,5147,5147,5147,Trabzonspor,Hasan Sönmez,27/09/1976,Goalkeeper,Retired,01/07/2012,-,17/02/2011
3266,3266,3794,5149,5149,5149,5149,5149,Trabzonspor,Jefferson,02/01/1983,Goalkeeper,Retired,03/12/2018,free transfer,01/07/2009
3267,3267,3795,5150,5150,5150,5150,5150,Galatasaray,Özgür Can Özcan,10/04/1988,Centre-Forward,Nevsehir Bld,02/09/2022,?,14/01/2022
3268,3268,3796,5151,5151,5151,5151,5151,Galatasaray,Hakan Sükür,01/09/1971,Centre-Forward,Retired,01/07/2008,free transfer,08/07/2003
3269,3269,3797,5152,5152,5152,5152,5152,Galatasaray,Marek Heinz,04/08/1977,Centre-Forward,Retired,01/07/2016,?,01/07/2015
3270,3270,3798,5154,5154,5154,5154,5154,Galatasaray,Ümit Karan,01/10/1976,Centre-Forward,Retired,17/08/2011,free transfer,13/07/2009
3271,3271,3799,5155,5155,5155,5155,5155,Galatasaray,Necati Ates,03/01/1980,Centre-Forward,Retired,09/09/2016,free transfer,21/08/2015
3272,3272,3800,5156,5156,5156,5156,5156,Galatasaray,Aydin Yilmaz,29/01/1988,Right Winger,Without Club,01/07/2022,free transfer,25/08/2021
3273,3273,3801,5157,5157,5157,5157,5157,Galatasaray,Hasan Sas,01/08/1976,Right Winger,Retired,01/07/2009,€5.00m,23/07/1998
