,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
5253,5253,5253,5253,Zakarpattia Uzhgorod,Oleksandr Malitskyi,31/03/1978,midfield,Retired,,free transfer,15/04/2011
5254,5254,5254,5254,Zakarpattia Uzhgorod,Volodymyr Kravchenko,24/02/1981,midfield,Retired,07/01/2010,-,01/07/2009
5255,5255,5255,5255,Zakarpattia Uzhgorod,Andriy Sapuga,04/10/1976,Right-Back,Retired,01/01/2009,free transfer,01/07/2008
5256,5256,5256,5256,Zakarpattia Uzhgorod,Vasyl Kobin,24/05/1985,Right-Back,Retired,,-,22/01/2019
5257,5257,5257,5257,Zakarpattia Uzhgorod,Taras Ilnytskyi,04/03/1983,Right-Back,Retired,,-,01/04/2013
5258,5258,5258,5258,Zakarpattia Uzhgorod,Anatoliy Kitsuta,22/12/1985,Left-Back,Retired,,?,01/08/2019
5259,5259,5259,5259,Zakarpattia Uzhgorod,Denys Golaydo,03/06/1984,Left-Back,Retired,07/18/2017,free transfer,20/08/2015
5260,5260,5260,5260,Zakarpattia Uzhgorod,Oleksandr Antonyuk,29/01/1979,Left-Back,Retired,07/01/2018,-,01/01/2016
5261,5261,5261,5261,Zakarpattia Uzhgorod,Alexei Savinov,19/04/1979,Centre-Back,Retired,,free transfer,18/03/2014
5262,5262,5262,5262,Zakarpattia Uzhgorod,Igor Chuchman,15/02/1985,Centre-Back,Retired,01/01/2015,free transfer,12/02/2013
5263,5263,5263,5263,Zakarpattia Uzhgorod,Taras Mykhalyk,28/10/1983,Centre-Back,Retired,07/01/2021,free transfer,16/08/2020
5264,5264,5264,5264,Zakarpattia Uzhgorod,Yevgeniy Lozinskyi,07/02/1982,Centre-Back,Retired,07/01/2013,-,01/02/2013
5265,5265,5265,5265,Zakarpattia Uzhgorod,Sergiy Seleznyov,17/02/1975,Defender,Retired,07/01/2009,?,01/07/2007
5266,5266,5266,5266,Zakarpattia Uzhgorod,Mykhaylo Gurka,21/11/1975,Defender,Retired,,free transfer,16/10/2020
5267,5267,5267,5267,Zakarpattia Uzhgorod,Volodymyr Ovsienko,30/10/1978,Goalkeeper,Retired,,free transfer,01/01/2020
5268,5268,5268,5268,Zakarpattia Uzhgorod,Rustam Khudzhamov,05/10/1982,Goalkeeper,Retired,04/01/2020,?,02/03/2016
5269,5269,5269,5269,Zakarpattia Uzhgorod,Oleksandr Nad,02/09/1985,Goalkeeper,Nyíregyháza,01/25/2022,-,01/07/2021
5270,5270,5270,5270,Zakarpattia Uzhgorod,Marian Marushchak,10/05/1979,Goalkeeper,Retired,,?,02/03/2011
5271,5271,5271,5271,Zakarpattia Uzhgorod,Sergey Velichko,09/08/1976,Goalkeeper,Retired,06/05/2016,-,01/08/2015
5272,5272,5272,5272,Zakarpattia Uzhgorod,Dmytro Babenko,28/06/1978,Goalkeeper,Retired,07/01/2019,-,01/07/2017
5273,5273,5273,5273,Illichivets Mariupol,Ruslan Levyga,31/01/1983,Centre-Forward,Retired,,free transfer,17/05/2017
5274,5274,5274,5274,Illichivets Mariupol,Kostyantyn Babych,06/05/1975,Centre-Forward,Retired,10/01/2009,free transfer,01/03/2009
5275,5275,5275,5275,Illichivets Mariupol,Eduard Tsykhmeystruk,24/06/1973,Left Winger,Retired,01/01/2019,free transfer,02/04/2018
5276,5276,5276,5276,Illichivets Mariupol,Sergiy Zakarlyuka,17/08/1976,Left Winger,,,-,26/08/2014
5277,5277,5277,5277,Illichivets Mariupol,Sergiy Grybanov,17/11/1981,,Retired,01/01/2013,?,04/07/2012
5278,5278,5278,5278,Illichivets Mariupol,Dmytro Yesin,15/04/1980,Left Midfield,Retired,07/01/2012,€100Th.,01/01/2008
5279,5279,5279,5279,Illichivets Mariupol,Oleksandr Antonenko,29/12/1978,Left Midfield,Retired,,?,01/06/2013
5280,5280,5280,5280,Illichivets Mariupol,Oleg Mazurenko,08/11/1977,Right Midfield,Retired,07/01/2012,free transfer,01/07/2011
5281,5281,5281,5281,Illichivets Mariupol,Ivan Kryvosheenko,11/05/1984,Right Midfield,Retired,08/30/2018,?,11/08/2017
5282,5282,5282,5282,Illichivets Mariupol,Oleksiy Gay,06/11/1982,Central Midfield,Retired,07/01/2019,-,12/10/2018
5283,5283,5283,5283,Illichivets Mariupol,Adrian Pukanych,22/06/1983,Central Midfield,Sevlyush,08/30/2022,free transfer,29/08/2021
5284,5284,5284,5284,Illichivets Mariupol,Valentyn Platonov,15/01/1977,Defensive Midfield,Retired,01/01/2011,free transfer,01/07/2010
5285,5285,5285,5285,Illichivets Mariupol,Oleg Krasnopyorov,25/07/1980,Defensive Midfield,Retired,,?,21/01/2013
5286,5286,5286,5286,Illichivets Mariupol,Sergiy Pivnenko,19/10/1984,midfield,Unknown,,?,01/02/2012
5287,5287,5287,5287,Illichivets Mariupol,Oleksandr Papush,14/01/1985,Right-Back,Without Club,01/01/2021,free transfer,01/03/2015
5288,5288,5288,5288,Illichivets Mariupol,Mykola Gibalyuk,21/05/1984,Right-Back,Unknown,,free transfer,22/03/2018
5289,5289,5289,5289,Illichivets Mariupol,Denys Kulakov,01/05/1986,Right-Back,Ural,07/01/2015,free transfer,01/07/2014
5290,5290,5290,5290,Illichivets Mariupol,Lubomyr Galchuk,18/09/1981,Left-Back,FC Vorkuta,07/01/2017,-,17/02/2016
5291,5291,5291,5291,Illichivets Mariupol,Vadym Salatin,03/10/1985,Left-Back,Retired,,-,01/07/2017
5292,5292,5292,5292,Illichivets Mariupol,Andriy Konyushenko,02/04/1977,Left-Back,Retired,,free transfer,01/03/2013
5293,5293,5293,5293,Illichivets Mariupol,Volodymyr Yaksmanytskyi,04/02/1977,Centre-Back,Retired,01/01/2008,?,01/01/2007
5294,5294,5294,5294,Illichivets Mariupol,Leonid Boyarintsev,18/09/1982,Centre-Back,Retired,01/01/2018,?,01/01/2009
5295,5295,5295,5295,Illichivets Mariupol,Andriy Boyko,27/04/1981,Centre-Back,Retired,03/02/2017,free transfer,01/08/2016
5296,5296,5296,5296,Illichivets Mariupol,Dainius Gleveckas,05/03/1977,Centre-Back,Retired,01/01/2013,?,01/01/2007
5297,5297,5297,5297,Illichivets Mariupol,Oleg Shkred,01/10/1982,Defender,Retired,,-,01/07/2010
5298,5298,5298,5298,Illichivets Mariupol,Serghei Lascencov,24/03/1980,Defender,Retired,,free transfer,01/07/2008
5299,5299,5299,5299,Illichivets Mariupol,Oleksandr Maltsev,30/10/1975,Defender,Retired,01/01/2017,?,01/01/2014
5300,5300,5300,5300,Illichivets Mariupol,Artem Shtanko,06/09/1980,Goalkeeper,Retired,,free transfer,03/03/2017
5301,5301,5301,5301,Illichivets Mariupol,Andriy Nikitin,08/01/1972,Goalkeeper,Retired,01/01/2009,free transfer,01/01/2008
5302,5302,5302,5302,Illichivets Mariupol,Igor Shukhovtsev,13/07/1971,Goalkeeper,Retired,07/01/2017,-,12/04/2016
5303,5303,5303,5303,FK Kharkiv (-2010),Yuriy Tselykh,18/04/1979,Centre-Forward,Retired,,-,18/03/2013
5304,5304,5304,5304,FK Kharkiv (-2010),Andriy Koval,06/12/1983,Centre-Forward,Retired,,-,01/07/2011
5305,5305,5305,5305,FK Kharkiv (-2010),Oleksandr Gladkyi,24/08/1987,Centre-Forward,Chornomorets,08/19/2022,free transfer,07/09/2020
5306,5306,5306,5306,FK Kharkiv (-2010),Anderson Ribeiro,02/07/1981,Second Striker,Retired,07/01/2017,free transfer,01/07/2015
5307,5307,5307,5307,FK Kharkiv (-2010),Igor Tigirlas,24/02/1984,Right Winger,Without Club,,free transfer,07/07/2020
5308,5308,5308,5308,FK Kharkiv (-2010),Igor Shopin,15/06/1978,Left Winger,Retired,07/01/2010,free transfer,01/07/2009
5309,5309,5309,5309,FK Kharkiv (-2010),Victor Barisev,03/07/1978,Left Midfield,Retired,,?,01/06/2008
5310,5310,5310,5310,FK Kharkiv (-2010),Dmytro Voloshyn,29/04/1986,Left Midfield,Retired,,free transfer,01/07/2010
5311,5311,5311,5311,FK Kharkiv (-2010),Andriy Oberemko,18/03/1984,Central Midfield,Retired,,End of loan,30/06/2015
5312,5312,5312,5312,FK Kharkiv (-2010),Oleksandr Maksymov,13/02/1985,Central Midfield,Retired,07/01/2021,free transfer,01/01/2019
5313,5313,5313,5313,FK Kharkiv (-2010),Anatoliy Oprya,25/11/1977,Defensive Midfield,Retired,,free transfer,01/07/2013
5314,5314,5314,5314,FK Kharkiv (-2010),Eldar Ibragimov,22/06/1976,midfield,Retired,,free transfer,01/07/2007
5315,5315,5315,5315,FK Kharkiv (-2010),Volodymyr Samborskyi,29/08/1985,Right-Back,Retired,,free transfer,01/01/2019
5316,5316,5316,5316,FK Kharkiv (-2010),Oleksandr Granovskyi,11/03/1976,Right-Back,Retired,01/01/2012,-,01/07/2011
5317,5317,5317,5317,FK Kharkiv (-2010),Igor Buryak,12/01/1983,Left-Back,Rubin Yalta,08/22/2022,free transfer,16/08/2017
5318,5318,5318,5318,FK Kharkiv (-2010),Vladyslav Zaychuk,15/11/1980,Left-Back,Retired,01/01/2022,-,01/01/2019
5319,5319,5319,5319,FK Kharkiv (-2010),Vitaliy Komarnytskyi,02/08/1981,Left-Back,Retired,,-,11/09/2012
5320,5320,5320,5320,FK Kharkiv (-2010),Yevgen Cheberyachko,19/06/1983,Centre-Back,Retired,09/11/2017,free transfer,06/07/2017
5321,5321,5321,5321,FK Kharkiv (-2010),Ruslan Gunchak,09/08/1979,Centre-Back,Retired,07/01/2017,-,02/03/2017
5322,5322,5322,5322,FK Kharkiv (-2010),Andriy Berezovchuk,16/04/1981,Centre-Back,Retired,10/31/2019,-,01/05/2017
5323,5323,5323,5323,FK Kharkiv (-2010),Oleksandr Yatsenko,24/02/1985,Centre-Back,Retired,,free transfer,01/01/2018
5324,5324,5324,5324,FK Kharkiv (-2010),Mykola Voloshyn,15/09/1977,Defender,Retired,,?,01/07/2007
5325,5325,5325,5325,FK Kharkiv (-2010),Dmytro Gololobov,01/01/1985,Defender,Retired,01/01/2014,-,23/07/2013
5326,5326,5326,5326,FK Kharkiv (-2010),Sergey Vetrennikov,24/03/1976,Defender,Retired,07/01/2009,?,01/07/2007
5327,5327,5327,5327,FK Kharkiv (-2010),Andriy Onykienko,06/08/1980,Goalkeeper,Unknown,,?,01/01/2012
5328,5328,5328,5328,FK Kharkiv (-2010),Dmytro Stoyko,03/02/1975,Goalkeeper,Retired,07/01/2012,free transfer,01/07/2009
5329,5329,5329,5329,Chornomorets Odessa,Yuriy Miterev,28/02/1975,Centre-Forward,,,-,01/08/2007
5330,5330,5330,5330,Chornomorets Odessa,Zsolt Nagy,23/03/1979,Centre-Forward,Retired,,?,30/08/2017
5331,5331,5331,5331,Chornomorets Odessa,Oleksandr Kosyrin,18/06/1977,Centre-Forward,Retired,01/01/2013,free transfer,01/01/2012
5332,5332,5332,5332,Chornomorets Odessa,Igor Bugaev,26/06/1984,Centre-Forward,Retired,07/01/2021,free transfer,13/03/2021
5333,5333,5333,5333,Chornomorets Odessa,Sergey Osipov,10/07/1978,Right Winger,Retired,01/01/2008,€100Th.,01/01/2006
5334,5334,5334,5334,Chornomorets Odessa,Oleksandr Zgura,20/08/1985,attack,Retired,,free transfer,01/01/2013
5335,5335,5335,5335,Chornomorets Odessa,Yevgen Lutsenko,10/11/1980,Attacking Midfield,Retired,07/01/2011,-,01/01/2011
5336,5336,5336,5336,Chornomorets Odessa,Valentyn Poltavets,18/04/1975,Attacking Midfield,Retired,12/31/2016,-,12/04/2016
5337,5337,5337,5337,Chornomorets Odessa,Artem Yashkin,29/04/1975,Left Midfield,Retired,07/01/2009,free transfer,01/01/2009
5338,5338,5338,5338,Chornomorets Odessa,Roman Lutsenko,20/01/1985,Right Midfield,Unknown,,free transfer,26/03/2014
5339,5339,5339,5339,Chornomorets Odessa,Ruslan Gilazev,07/01/1977,Central Midfield,Retired,01/01/2009,End of loan,30/06/2008
5340,5340,5340,5340,Chornomorets Odessa,Andriy Kirlyk,21/11/1974,Central Midfield,Retired,07/01/2008,?,01/07/2003
5341,5341,5341,5341,Chornomorets Odessa,Sergiy Danylovskyi,20/08/1981,Defensive Midfield,Retired,,free transfer,17/07/2012
5342,5342,5342,5342,Chornomorets Odessa,Evgeniy Loshankov,02/01/1979,midfield,Retired,07/01/2018,-,01/03/2018
5343,5343,5343,5343,Chornomorets Odessa,Sergiy Zgura,03/11/1977,midfield,Retired,,free transfer,01/01/2007
5344,5344,5344,5344,Chornomorets Odessa,Kakhaber Mzhavanadze,02/10/1978,Right-Back,Retired,06/01/2015,-,15/01/2015
5345,5345,5345,5345,Chornomorets Odessa,Oleksandr Klymenko,11/02/1982,Right-Back,Retired,,free transfer,01/07/2014
5346,5346,5346,5346,Chornomorets Odessa,Ilia Kandelaki,26/12/1981,Left-Back,Retired,,free transfer,22/01/2014
5347,5347,5347,5347,Chornomorets Odessa,Dmytro Gryshko,02/12/1985,Centre-Back,Retired,01/18/2021,free transfer,01/07/2018
5348,5348,5348,5348,Chornomorets Odessa,Pavel Kirilchik,04/01/1981,Centre-Back,Retired,09/06/2020,free transfer,04/12/2018
5349,5349,5349,5349,Chornomorets Odessa,Andrey Ostrovski,13/09/1973,Centre-Back,Retired,,?,01/07/2005
5350,5350,5350,5350,Chornomorets Odessa,Volodymyr Ostroushko,08/01/1979,Centre-Back,Retired,,-,01/01/2015
5351,5351,5351,5351,Chornomorets Odessa,Sergiy Bilozor,15/07/1979,Centre-Back,Retired,07/01/2012,free transfer,01/07/2011
5352,5352,5352,5352,Chornomorets Odessa,Sergiy Symonenko,12/06/1981,Centre-Back,Retired,08/01/2014,?,12/02/2014
5353,5353,5353,5353,Chornomorets Odessa,Vladyslav Vashchuk,02/01/1975,Centre-Back,Retired,07/01/2011,free transfer,01/07/2010
5354,5354,5354,5354,Chornomorets Odessa,Oleg Ptachyk,14/11/1981,Defender,Retired,,free transfer,01/07/2007
5355,5355,5355,5355,Chornomorets Odessa,Viktor Dotsenko,10/12/1975,Defender,Retired,07/01/2007,free transfer,01/07/2006
5356,5356,5356,5356,Chornomorets Odessa,Gennadiy Altman,22/05/1979,Goalkeeper,Retired,,?,01/01/2008
5357,5357,5357,5357,Chornomorets Odessa,Vitaliy Rudenko,26/01/1981,Goalkeeper,Retired,07/01/2013,free transfer,01/07/2011
5358,5358,5358,5358,Kryvbas Kryvyi Rig,Magomed Adiev,30/06/1977,Centre-Forward,Retired,,?,01/01/2009
5359,5359,5359,5359,Kryvbas Kryvyi Rig,Alexandru Popovici,09/04/1977,Centre-Forward,FC Iskra,03/03/2021,-,24/10/2020
5360,5360,5360,5360,Kryvbas Kryvyi Rig,Taras Kabanov,23/01/1981,Centre-Forward,Retired,01/18/2013,free transfer,08/08/2012
5361,5361,5361,5361,Kryvbas Kryvyi Rig,Oleksandr Ivashchenko,19/02/1985,Centre-Forward,Retired,02/26/2019,-,01/02/2017
5362,5362,5362,5362,Kryvbas Kryvyi Rig,Andrey Panferov,02/11/1980,Left Winger,Retired,01/01/2010,free transfer,01/01/2007
5363,5363,5363,5363,Kryvbas Kryvyi Rig,Sergiy Shcheglov,26/11/1976,Left Winger,Retired,,?,01/01/2010
5364,5364,5364,5364,Kryvbas Kryvyi Rig,Sergiy Dmytriev,03/11/1978,Left Winger,Retired,,free transfer,01/01/2007
5365,5365,5365,5365,Kryvbas Kryvyi Rig,Zeljko Ljubenovic,09/07/1981,Attacking Midfield,Retired,,?,01/07/2012
5366,5366,5366,5366,Kryvbas Kryvyi Rig,Vasil Gigiadze,03/06/1977,Attacking Midfield,Retired,01/01/2012,free transfer,01/07/2008
5367,5367,5367,5367,Kryvbas Kryvyi Rig,Aleksandar Trisovic,25/11/1983,Left Midfield,Retired,,free transfer,03/01/2016
5368,5368,5368,5368,Kryvbas Kryvyi Rig,Murad Ramazanov,10/03/1979,Central Midfield,Retired,07/01/2012,free transfer,01/01/2011
5369,5369,5369,5369,Kryvbas Kryvyi Rig,Ruslan Solyanyk,08/08/1984,Defensive Midfield,Retired,,free transfer,01/03/2016
5370,5370,5370,5370,Kryvbas Kryvyi Rig,Sergey Nikitenko,19/08/1978,Defensive Midfield,Retired,01/01/2013,free transfer,01/01/2012
5371,5371,5371,5371,Kryvbas Kryvyi Rig,Ivan Kucherenko,06/01/1987,Defensive Midfield,Ukraine United,03/01/2017,free transfer,01/07/2016
5372,5372,5372,5372,Kryvbas Kryvyi Rig,Darko Dunjic,08/02/1981,Right-Back,Retired,,-,01/01/2012
5373,5373,5373,5373,Kryvbas Kryvyi Rig,Mykhaylo Starostyak,13/10/1973,Right-Back,Retired,07/01/2009,free transfer,01/07/2007
5374,5374,5374,5374,Kryvbas Kryvyi Rig,Iurie Grosev,16/05/1976,Left-Back,Retired,,?,01/07/2011
5375,5375,5375,5375,Kryvbas Kryvyi Rig,Igors Korablovs,23/11/1974,Left-Back,Retired,01/01/2017,free transfer,01/01/2016
5376,5376,5376,5376,Kryvbas Kryvyi Rig,Vyacheslav Nivinskyi,31/03/1974,Centre-Back,Retired,07/01/2009,?,01/07/2007
5377,5377,5377,5377,Kryvbas Kryvyi Rig,Oleksandr Shevelyukhin,27/08/1982,Centre-Back,Silesia Lubomia,02/19/2022,-,01/07/2021
5378,5378,5378,5378,Kryvbas Kryvyi Rig,Oleksandr Poklonskyi,22/01/1975,Centre-Back,Retired,07/01/2009,free transfer,01/03/2009
5379,5379,5379,5379,Kryvbas Kryvyi Rig,Denys Kolchin,13/10/1977,Centre-Back,Retired,01/01/2009,?,01/01/2008
5380,5380,5380,5380,Kryvbas Kryvyi Rig,Oleg Kotelyukh,19/06/1979,Centre-Back,Unknown,09/21/2016,free transfer,29/02/2016
5381,5381,5381,5381,Kryvbas Kryvyi Rig,Nikolay Kashevski,05/10/1980,Centre-Back,Retired,,?,01/01/2016
5382,5382,5382,5382,Kryvbas Kryvyi Rig,Anthony Alegbe,10/10/1981,Centre-Back,Retired,,?,01/07/2012
5383,5383,5383,5383,Kryvbas Kryvyi Rig,Pavel Dovgulevets,26/12/1977,,Retired,,?,01/07/2007
5384,5384,5384,5384,Kryvbas Kryvyi Rig,Oleksandr Goryainov,29/06/1975,Goalkeeper,Retired,07/01/2017,free transfer,16/08/2016
5385,5385,5385,5385,Kryvbas Kryvyi Rig,Andriy Kuraev,19/12/1972,Goalkeeper,Retired,01/01/2006,?,01/07/2005
5386,5386,5386,5386,Kryvbas Kryvyi Rig,Maksim Startsev,20/01/1980,Goalkeeper,Retired,,free transfer,08/07/2013
5387,5387,5387,5387,Kryvbas Kryvyi Rig,Yuriy Nikitenko,28/03/1974,Goalkeeper,Retired,01/01/2009,?,01/07/2007
5388,5388,5388,5388,Kryvbas Kryvyi Rig,Ilya Blyznyuk,28/07/1973,Goalkeeper,Retired,01/01/2008,?,01/01/2007
5389,5389,5389,5389,Volyn Lutsk,Ruslan Maidan,25/09/1989,Centre-Forward,Without Club,,?,01/03/2012
5390,5390,5390,5390,Volyn Lutsk,Vasyl Tovkatskyi,14/01/1983,Centre-Forward,Retired,12/31/2015,-,01/07/2014
5391,5391,5391,5391,Volyn Lutsk,Vasyl Sachko,03/05/1975,Centre-Forward,Retired,,free transfer,01/08/2008
5392,5392,5392,5392,Volyn Lutsk,Marko Devic,27/10/1983,Centre-Forward,Retired,07/01/2020,free transfer,17/01/2020
5393,5393,5393,5393,Volyn Lutsk,Michael Chidi Alozie,16/10/1986,Centre-Forward,Retired,01/01/2016,-,01/09/2015
5394,5394,5394,5394,Volyn Lutsk,Dusan Popovic,20/04/1981,Centre-Forward,Retired,,free transfer,01/01/2015
5395,5395,5395,5395,Volyn Lutsk,Aleksandr Luzhankov,07/05/1983,attack,Retired,,free transfer,14/02/2015
5396,5396,5396,5396,Volyn Lutsk,Ivan Semiryak,17/04/1986,,Chervonograd,05/05/2021,free transfer,30/08/2018
5397,5397,5397,5397,Volyn Lutsk,Sasa Mitic,07/12/1978,,Retired,,?,01/07/2010
5398,5398,5398,5398,Volyn Lutsk,Constantin Schumacher,08/05/1976,Attacking Midfield,Retired,,free transfer,01/07/2009
5399,5399,5399,5399,Volyn Lutsk,Roman Maksymyuk,14/06/1974,Left Midfield,Retired,01/01/2012,free transfer,01/07/2010
5400,5400,5400,5400,Volyn Lutsk,Pavlo Rybkovskyi,12/07/1989,Right Midfield,Unknown,03/30/2022,?,01/09/2018
5401,5401,5401,5401,Volyn Lutsk,Oleg Gerasymyuk,25/09/1986,Central Midfield,Without Club,07/01/2022,free transfer,04/02/2022
5402,5402,5402,5402,Volyn Lutsk,Yaroslav Khoma,17/02/1974,Central Midfield,Retired,07/01/2006,free transfer,01/07/2006
5403,5403,5403,5403,Volyn Lutsk,Branislav Krunic,28/01/1979,Central Midfield,Retired,,-,08/11/2018
5404,5404,5404,5404,Volyn Lutsk,Milan Bozic,23/01/1982,Defensive Midfield,Retired,,free transfer,01/07/2012
5405,5405,5405,5405,Volyn Lutsk,Sergiy Goncharenko,24/04/1974,midfield,,,?,01/01/2006
5406,5406,5406,5406,Volyn Lutsk,Oleg Kravchuk,29/07/1985,midfield,Retired,01/01/2012,?,01/07/2010
5407,5407,5407,5407,Volyn Lutsk,Volodymyr Gashchyn,02/01/1972,midfield,Retired,01/01/2007,?,01/01/2001
5408,5408,5408,5408,Volyn Lutsk,Roman Stepanov,21/01/1986,midfield,Retired,,?,04/08/2017
5409,5409,5409,5409,Volyn Lutsk,Boris Cebotari,03/02/1975,midfield,,,free transfer,01/07/2007
5410,5410,5410,5410,Volyn Lutsk,Roman Zhersh,02/12/1985,,Retired,,free transfer,01/07/2016
5411,5411,5411,5411,Volyn Lutsk,Cornel Buta,01/11/1977,Right-Back,Retired,01/01/2012,?,01/07/2010
5412,5412,5412,5412,Volyn Lutsk,Zdravko Saraba,15/05/1980,Left-Back,Retired,07/01/2014,free transfer,01/07/2010
5413,5413,5413,5413,Volyn Lutsk,Roman Kots,12/09/1984,,Retired,,free transfer,20/08/2012
5414,5414,5414,5414,Volyn Lutsk,Boris Polyakov,08/12/1976,Centre-Back,Retired,,free transfer,01/07/2008
5415,5415,5415,5415,Volyn Lutsk,Andrey Stepanov,11/06/1978,Centre-Back,Retired,,free transfer,15/08/2018
5416,5416,5416,5416,Volyn Lutsk,Oleg Ratiy,05/07/1970,,Retired,01/01/2007,?,01/07/2006
5417,5417,5417,5417,Volyn Lutsk,Taavi Rähn,16/05/1981,Centre-Back,Retired,,?,13/02/2016
5418,5418,5418,5418,Volyn Lutsk,Miodrag Dzudovic,06/09/1979,Centre-Back,Retired,01/01/2015,free transfer,02/03/2014
5419,5419,5419,5419,Volyn Lutsk,Andriy Sokolenko,08/06/1978,Centre-Back,Retired,,-,01/07/2011
5420,5420,5420,5420,Volyn Lutsk,Papa Gueye,07/06/1984,Centre-Back,Retired,07/06/2021,-,12/10/2020
5421,5421,5421,5421,Volyn Lutsk,Harrison Omokoh,12/12/1981,Centre-Back,Without Club,,-,21/10/2016
5422,5422,5422,5422,Volyn Lutsk,Andriy Donets,03/01/1981,Centre-Back,Retired,,free transfer,01/07/2015
5423,5423,5423,5423,Volyn Lutsk,Slavoljub Djordjevic,15/02/1981,Centre-Back,Retired,,€91Th.,01/02/2011
5424,5424,5424,5424,Volyn Lutsk,Nana Falemi,05/05/1974,Centre-Back,Retired,,-,01/01/2009
5425,5425,5425,5425,Volyn Lutsk,Sergiy Shpak,01/01/1984,Defender,Retired,,free transfer,01/01/2012
5426,5426,5426,5426,Volyn Lutsk,Volodymyr Kovalyuk,03/03/1972,Defender,Retired,,-,01/04/2012
5427,5427,5427,5427,Volyn Lutsk,Oleksandr Vilchynskyi,08/02/1987,Goalkeeper,Unknown,,,
5428,5428,5428,5428,Volyn Lutsk,Vsevolod Romanenko,24/03/1977,Goalkeeper,Retired,,free transfer,01/07/2012
5429,5429,5429,5429,Volyn Lutsk,Vitaliy Postranskyi,02/08/1977,Goalkeeper,Novi Sanzhary,08/18/2022,-,11/05/2021
5430,5430,5430,5430,Volyn Lutsk,Vitaliy Nedilko,21/08/1982,Goalkeeper,Without Club,07/01/2022,-,01/07/2006
5431,5431,5431,5431,Stal Alchevsk,Andriy Nesteruk,01/08/1978,Centre-Forward,Retired,,?,01/01/2008
5432,5432,5432,5432,Stal Alchevsk,Sergiy Tretyak,28/11/1984,Centre-Forward,Retired,,free transfer,20/07/2018
5433,5433,5433,5433,Stal Alchevsk,Sergiy Sernetskyi,30/08/1981,Centre-Forward,Retired,,?,01/01/2007
5434,5434,5434,5434,Stal Alchevsk,Burnel Okana-Stasi,10/07/1983,Centre-Forward,Hatyai United,07/23/2022,free transfer,14/04/2021
5435,5435,5435,5435,Stal Alchevsk,Ara Hakobyan,04/11/1980,Centre-Forward,Retired,,?,01/07/2012
5436,5436,5436,5436,Stal Alchevsk,Roman Konovalov,20/09/1984,Second Striker,Retired,,free transfer,01/07/2014
5437,5437,5437,5437,Stal Alchevsk,Oleksandr Akymenko,05/09/1985,attack,Retired,01/01/2022,free transfer,01/01/2021
5438,5438,5438,5438,Stal Alchevsk,Bogdan Mara,29/09/1977,Attacking Midfield,Retired,,free transfer,01/01/2012
5439,5439,5439,5439,Stal Alchevsk,Dmytro Gorbushyn,31/05/1986,Attacking Midfield,Without Club,,-,09/07/2018
5440,5440,5440,5440,Stal Alchevsk,Oleksandr Savanchuk,09/10/1982,Right Midfield,Retired,07/01/2014,free transfer,01/03/2009
5441,5441,5441,5441,Stal Alchevsk,Gennadiy Zubov,12/09/1977,Right Midfield,Retired,10/01/2007,free transfer,01/07/2007
5442,5442,5442,5442,Stal Alchevsk,Dmytro Boyko,30/09/1981,Central Midfield,Retired,,?,01/01/2012
5443,5443,5443,5443,Stal Alchevsk,Petro Kondratyuk,21/04/1979,Central Midfield,Retired,01/01/2021,?,28/03/2017
5444,5444,5444,5444,Stal Alchevsk,Rubén Gomez,26/01/1984,Central Midfield,Retired,,free transfer,01/07/2020
5445,5445,5445,5445,Stal Alchevsk,Florin Pirvu,02/04/1975,Defensive Midfield,Retired,,?,01/01/2011
5446,5446,5446,5446,Stal Alchevsk,Artem Kasyanov,20/04/1983,Defensive Midfield,Retired,01/01/2022,-,01/03/2019
5447,5447,5447,5447,Stal Alchevsk,Sergiy Artyomov,18/11/1980,,Without Club,07/01/2021,-,11/08/2011
5448,5448,5448,5448,Stal Alchevsk,Andriy Danaev,01/09/1979,midfield,Retired,,free transfer,01/01/2011
5449,5449,5449,5449,Stal Alchevsk,Oleksandr Stasovskyi,17/01/1981,midfield,Retired,,?,01/01/2007
5450,5450,5450,5450,Stal Alchevsk,Ruslan Yermolenko,18/10/1983,midfield,Retired,,free transfer,01/04/2014
5451,5451,5451,5451,Stal Alchevsk,Giorgi Tsimakuridze,10/11/1983,Right-Back,Without Club,,free transfer,01/07/2021
5452,5452,5452,5452,Stal Alchevsk,Andriy Gavryushov,24/09/1977,Right-Back,Retired,,free transfer,01/01/2010
5453,5453,5453,5453,Stal Alchevsk,Oleksiy Khramtsov,08/11/1975,Centre-Back,Retired,,-,01/08/2015
5454,5454,5454,5454,Stal Alchevsk,Oleksandr Polovkov,04/10/1979,Centre-Back,Retired,01/01/2014,free transfer,01/07/2012
5455,5455,5455,5455,Stal Alchevsk,Yuriy Kondakov,05/02/1975,Centre-Back,Retired,,?,01/01/2008
5456,5456,5456,5456,Stal Alchevsk,Daniel Chirita,24/03/1974,Centre-Back,Retired,,free transfer,01/07/2016
5457,5457,5457,5457,Stal Alchevsk,Florinel Mirea,13/07/1974,,Retired,,?,01/07/2003
5458,5458,5458,5458,Stal Alchevsk,Ivan Shuga,07/02/1977,Defender,Retired,06/01/2020,free transfer,20/05/2016
