,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
4818,4818,Manisaspor,Bülent Ataman,06/19/1974,Goalkeeper,Retired,Trabzon,-,11/01/2012
4819,4819,Manisaspor,Akin Dagdelen,07/18/1977,Goalkeeper,Retired,,free transfer,09/03/2012
4820,4820,Manisaspor,Göksel Gencer,07/26/1974,Goalkeeper,,,-,08/25/2008
4821,4821,Kayserispor,Alaattin Öztekin,06/25/1986,Centre-Forward,Without Club,Kayseri,-,01/15/2020
4822,4822,Kayserispor,Ilhan Parlak,01/18/1987,Centre-Forward,Kayserispor,09/18/2020,free transfer,07/24/2017
4823,4823,Kayserispor,Engin Cicem,03/29/1986,Centre-Forward,Retired,07/01/2018,free transfer,01/01/2018
4824,4824,Kayserispor,Bülent Karaman,09/15/1979,Centre-Forward,Retired,,?,07/01/2009
4825,4825,Kayserispor,Aleksandar Rodic,12/26/1979,Centre-Forward,Without Club,07/01/2019,?,07/01/2018
4826,4826,Kayserispor,Gökhan Ünal,07/23/1982,Centre-Forward,Retired,07/01/2018,-,01/16/2018
4827,4827,Kayserispor,Enver Isik,01/09/1985,Right Winger,Without Club,,free transfer,01/22/2016
4828,4828,Kayserispor,Köksal Yedek,01/17/1985,Attacking Midfield,Nisantasispor,02/14/2020,-,07/01/2018
4829,4829,Kayserispor,Aleksandar Aleksandrov,01/19/1975,Attacking Midfield,Retired,,free transfer,07/01/2011
4830,4830,Kayserispor,Fatih Ceylan,11/25/1980,Left Midfield,Türk Neckarsu.,07/01/2022,-,07/01/2020
4831,4831,Kayserispor,Mehmet Topuz,09/07/1983,Right Midfield,Retired,Yozgat,€9.00m,07/01/2009
4832,4832,Kayserispor,Bayram Toysal,01/01/1977,Central Midfield,Retired,Hatay,free transfer,01/21/2009
4833,4833,Kayserispor,Bülent Bölükbasi,06/17/1976,Central Midfield,Retired,,free transfer,07/15/2010
4834,4834,Kayserispor,Bora Riza Kalyon,06/07/1986,Defensive Midfield,Retired,08/01/2019,free transfer,07/01/2016
4835,4835,Kayserispor,Altan Günes,02/09/1986,Defensive Midfield,Without Club,07/01/2019,free transfer,08/21/2015
4836,4836,Kayserispor,Orhan Sahin,01/23/1986,Defensive Midfield,Unknown,,free transfer,01/26/2018
4837,4837,Kayserispor,Kamber Arslan,01/05/1980,Defensive Midfield,Retired,03/05/2014,-,07/20/2013
4838,4838,Kayserispor,Ragip Basdag,06/09/1978,Defensive Midfield,Retired,07/01/2017,free transfer,08/24/2016
4839,4839,Kayserispor,Samuel Johnson,07/25/1973,Defensive Midfield,Retired,Accra,?,08/02/2004
4840,4840,Kayserispor,Sezer Sezgin,03/03/1986,Left-Back,Retired,Istanbul,free transfer,02/01/2016
4841,4841,Kayserispor,Kemal Okyay,02/25/1985,Left-Back,Retired,Kayseri,free transfer,01/24/2014
4842,4842,Kayserispor,Ergün Teber,09/01/1985,Left-Back,Retired,Adana,free transfer,07/21/2015
4843,4843,Kayserispor,Aydemir Yavuz,10/25/1985,Centre-Back,Unknown,02/01/2018,free transfer,09/20/2017
4844,4844,Kayserispor,Veysel Aksu,01/01/1985,Centre-Back,Alasehir Bld,11/03/2021,free transfer,06/04/2021
4845,4845,Kayserispor,Aydin Toscali,08/14/1980,Centre-Back,Retired,07/01/2014,free transfer,09/04/2013
4846,4846,Kayserispor,Rashad Sadyqov,06/16/1982,Centre-Back,Retired,07/01/2020,?,02/11/2011
4847,4847,Kayserispor,Ali Turan,09/06/1983,Centre-Back,Retired,09/08/2020,free transfer,09/05/2012
4848,4848,Kayserispor,Muhammet Hanifi Yoldas,04/20/1983,Centre-Back,Retired,07/01/2011,free transfer,01/18/2011
4849,4849,Kayserispor,Ali Ückulak,01/30/1986,Goalkeeper,Retired,,free transfer,08/31/2015
4850,4850,Kayserispor,Erman Sari,02/10/1986,Goalkeeper,Alibeyköy,01/15/2022,free transfer,10/27/2021
4851,4851,Kayserispor,Hamdi Tevfik Altiok,05/12/1985,Goalkeeper,Retired,,free transfer,07/01/2018
4852,4852,Kayserispor,Dimitar Ivankov,10/30/1975,Goalkeeper,Retired,,-,08/05/2011
4853,4853,Malatyaspor,Ergun Cengiz,08/26/1987,Centre-Forward,K. Sinop Spor,09/10/2022,free transfer,08/26/2021
4854,4854,Malatyaspor,Taner Demirbas,11/20/1978,Centre-Forward,Retired,,?,08/19/2010
4855,4855,Malatyaspor,Mehmet Albayrak,08/16/1986,,Without Club,08/04/2020,free transfer,01/07/2019
4856,4856,Malatyaspor,Sertan Eser,04/18/1974,Centre-Forward,Retired,Nürnberg,free transfer,01/22/2010
4857,4857,Malatyaspor,Jiri Masek,10/05/1978,Centre-Forward,Retired,01/01/2018,free transfer,07/01/2012
4858,4858,Malatyaspor,Jean-Emmanuel Effa-Owona,12/26/1983,Centre-Forward,73 Sirnak Bld,10/11/2018,free transfer,07/01/2017
4859,4859,Malatyaspor,Catatau,03/01/1986,Centre-Forward,Retired,,free transfer,03/01/2011
4860,4860,Malatyaspor,Mustafa Özkan,02/21/1975,Centre-Forward,Retired,04/15/2010,free transfer,02/01/2010
4861,4861,Malatyaspor,Okan Yilmaz,05/16/1978,Centre-Forward,Retired,07/01/2012,-,01/20/2012
4862,4862,Malatyaspor,Zdenek Senkerik,12/19/1980,Right Winger,Retired,,free transfer,07/01/2012
4863,4863,Malatyaspor,Bilal Kisa,06/22/1983,Attacking Midfield,Retired,,free transfer,08/09/2019
4864,4864,Malatyaspor,Evren Turhan,09/10/1974,Attacking Midfield,Retired,07/01/2018,free transfer,02/14/2014
4865,4865,Malatyaspor,Tomas Michalek,11/27/1977,Right Midfield,Retired,07/01/2018,?,01/01/2016
4866,4866,Malatyaspor,Serkan Bensol,07/01/1973,Right Midfield,Retired,07/01/2008,?,02/01/2008
4867,4867,Malatyaspor,Sebastian Johansson,09/04/1980,Central Midfield,Ahlafors IF,05/12/2014,-,07/01/2013
4868,4868,Malatyaspor,Fehmi Berk Saritas,03/24/1984,Defensive Midfield,Retired,,free transfer,02/09/2018
4869,4869,Malatyaspor,Hakan Söyler,04/06/1983,Defensive Midfield,Retired,07/01/2016,-,01/27/2016
4870,4870,Malatyaspor,Balázs Tóth,09/24/1981,Defensive Midfield,Retired,,free transfer,07/01/2014
4871,4871,Malatyaspor,Serdal Boyraz,12/10/1975,Defensive Midfield,Retired,09/01/2009,-,02/02/2009
4872,4872,Malatyaspor,Ibrahim Kargbo,04/10/1982,Defensive Midfield,Retired,04/24/2019,free transfer,07/01/2016
4873,4873,Malatyaspor,Bülent Akin,08/28/1978,Defensive Midfield,Retired,,?,08/26/2011
4874,4874,Malatyaspor,Vedat Tasdemir,09/15/1989,Right-Back,Firat Üni,08/28/2022,free transfer,04/20/2021
4875,4875,Malatyaspor,Hakan Aslantas,08/26/1985,Right-Back,Retired,08/26/2022,-,07/01/2022
4876,4876,Malatyaspor,Emrah Eren,11/13/1978,Right-Back,Retired,Istanbul,free transfer,07/11/2011
4877,4877,Malatyaspor,Güngör Tugcu,09/15/1981,Left-Back,Retired,,-,02/04/2011
4878,4878,Malatyaspor,Eren Aydin,01/16/1982,Left-Back,Retired,,free transfer,08/03/2015
4879,4879,Malatyaspor,Ramazan Kahya,09/16/1984,Left-Back,Retired,07/01/2019,-,01/14/2019
4880,4880,Malatyaspor,Cris,12/17/1979,Left-Back,Retired,,free transfer,02/01/2009
4881,4881,Malatyaspor,Volkan Bekiroglu,12/20/1977,Left-Back,Retired,01/02/2012,?,08/29/2011
4882,4882,Malatyaspor,Aytac Ak,04/22/1985,Centre-Back,Retired,07/01/2018,free transfer,09/21/2017
4883,4883,Malatyaspor,Mehmet Budak,08/01/1980,Centre-Back,Retired,Malatya,?,08/29/2014
4884,4884,Malatyaspor,Mert Korkmaz,08/16/1971,Centre-Back,Retired,Istanbul,free transfer,07/01/2006
4885,4885,Malatyaspor,Jiri Homola,07/02/1980,Centre-Back,Retired,07/01/2020,?,07/10/2018
4886,4886,Malatyaspor,Ömer Erdogan,05/03/1977,Centre-Back,Retired,07/01/2013,?,07/01/2006
4887,4887,Malatyaspor,Taylan Aydogan,05/27/1983,Goalkeeper,Retired,,free transfer,01/29/2016
4888,4888,Malatyaspor,Bora Körk,06/09/1980,Goalkeeper,Retired,Izmir,free transfer,07/08/2015
4889,4889,Malatyaspor,Fevzi Tuncay,09/14/1977,Goalkeeper,Retired,07/01/2012,-,01/18/2012
4890,4890,Genclerbirligi Ankara,Mehmet Cakir,01/04/1984,Centre-Forward,Retired,07/01/2019,free transfer,09/18/2018
4891,4891,Genclerbirligi Ankara,Ali Cansun Begecarslan,09/18/1982,Centre-Forward,Retired,,-,01/12/2015
4892,4892,Genclerbirligi Ankara,Igor Bogdanovic,09/25/1974,Centre-Forward,Retired,07/01/2017,free transfer,08/11/2015
4893,4893,Genclerbirligi Ankara,Isaac Promise,12/02/1987,Right Winger,,Zaria,-,05/08/2018
4894,4894,Genclerbirligi Ankara,Ugur Yilmaz,03/06/1988,,Kullar 1975,04/06/2021,-,08/04/2020
4895,4895,Genclerbirligi Ankara,Marcinho,07/20/1984,Attacking Midfield,Retired,,-,07/08/2016
4896,4896,Genclerbirligi Ankara,Ugur Boral,04/14/1982,Left Midfield,Retired,07/01/2015,free transfer,07/30/2012
4897,4897,Genclerbirligi Ankara,Evren Basaran,08/23/1982,Right Midfield,Retired,,?,01/01/2012
4898,4898,Genclerbirligi Ankara,Tayfun Korkut,04/02/1974,Right Midfield,Retired,07/01/2006,-,02/07/2006
4899,4899,Genclerbirligi Ankara,David Abwo,05/10/1986,Right Midfield,Without Club,,free transfer,01/26/2018
4900,4900,Genclerbirligi Ankara,Engin Baytar,07/11/1983,Central Midfield,Without Club,07/12/2021,free transfer,06/04/2021
4901,4901,Genclerbirligi Ankara,Doga Kaya,06/30/1984,Central Midfield,Retired,,free transfer,08/23/2016
4902,4902,Genclerbirligi Ankara,Christophe Lepoint,10/24/1984,Central Midfield,RFC Seraing,07/01/2022,?,01/17/2021
4903,4903,Genclerbirligi Ankara,Sedat Yesilkaya,06/10/1980,Central Midfield,Retired,,?,01/24/2014
4904,4904,Genclerbirligi Ankara,Mehmet Nas,11/20/1979,Central Midfield,Retired,Gümüshane,free transfer,08/31/2015
4905,4905,Genclerbirligi Ankara,Josip Skoko,12/10/1975,Central Midfield,Retired,07/01/2011,free transfer,07/01/2010
4906,4906,Genclerbirligi Ankara,Kerem Seras,01/01/1984,Defensive Midfield,Without Club,01/15/2020,?,08/30/2018
4907,4907,Genclerbirligi Ankara,Ayman Abdelaziz,11/20/1978,Defensive Midfield,Retired,,End of loan,06/30/2013
4908,4908,Genclerbirligi Ankara,Gökhan Gönül,01/04/1985,Right-Back,C. Rizespor,07/16/2021,free transfer,08/06/2020
4909,4909,Genclerbirligi Ankara,Orhan Sam,06/01/1986,Right-Back,Retired,,-,08/20/2019
4910,4910,Genclerbirligi Ankara,Erhan Güven,05/15/1982,Right-Back,Retired,07/01/2014,free transfer,01/22/2014
4911,4911,Genclerbirligi Ankara,Christian Järdler,06/03/1982,Left-Back,Retired,09/12/2013,free transfer,01/01/2009
4912,4912,Genclerbirligi Ankara,Tuna Üzümcü,08/06/1982,Centre-Back,Retired,,?,01/11/2018
4913,4913,Genclerbirligi Ankara,Erkan Özbey,02/10/1978,Centre-Back,Retired,Rize,free transfer,08/27/2009
4914,4914,Genclerbirligi Ankara,Ismail Güldüren,01/10/1979,Centre-Back,Retired,07/01/2010,free transfer,07/25/2009
4915,4915,Genclerbirligi Ankara,Baki Mercimek,09/17/1982,Centre-Back,Retired,Amsterdam,free transfer,08/20/2014
4916,4916,Genclerbirligi Ankara,Fredrik Risp,12/15/1980,Centre-Back,Retired,,free transfer,01/01/2012
4917,4917,Genclerbirligi Ankara,Ercüment Kafkasyali,09/13/1985,Goalkeeper,Cankaya FK,07/01/2022,?,08/11/2020
4918,4918,Genclerbirligi Ankara,Ferhat Odabasi,07/15/1983,Goalkeeper,Retired,,free transfer,08/31/2016
4919,4919,Genclerbirligi Ankara,Ömer Catkic,10/15/1974,Goalkeeper,Retired,07/01/2012,free transfer,07/04/2008
4920,4920,Genclerbirligi Ankara,Gökhan Tokgöz,04/22/1979,Goalkeeper,Retired,07/01/2012,?,01/30/2012
4921,4921,Samsunspor,Eren Üntürk,03/08/1986,Centre-Forward,Without Club,Samsun,free transfer,01/16/2020
4922,4922,Samsunspor,Mustafa Cicek,09/26/1982,Centre-Forward,Retired,,?,01/14/2011
4923,4923,Samsunspor,Rafael Marques,05/27/1983,Centre-Forward,Primavera,01/20/2022,free transfer,03/02/2021
4924,4924,Samsunspor,Serkan Aykut,02/24/1975,Centre-Forward,Retired,01/01/2009,€500Th.,08/28/2002
4925,4925,Samsunspor,Caner Altin,07/03/1983,Centre-Forward,Retired,01/16/2014,?,09/05/2012
4926,4926,Samsunspor,Georgi Ivanov,07/02/1976,Centre-Forward,Retired,07/01/2009,€150Th.,07/01/2008
4927,4927,Samsunspor,Samet Kilic,11/11/1988,Right Winger,Retired,,free transfer,10/02/2015
4928,4928,Samsunspor,Musa Aydin,11/01/1980,Right Winger,Retired,07/01/2016,free transfer,09/05/2012
4929,4929,Samsunspor,Ceyhun Eris,05/15/1977,Attacking Midfield,Retired,,-,01/01/2013
4930,4930,Samsunspor,Celil Sagir,04/15/1974,Left Midfield,Retired,07/01/2013,-,01/19/2012
4931,4931,Samsunspor,Fatih Özer,10/10/1986,Right Midfield,Unknown,Istanbul,free transfer,09/06/2018
4932,4932,Samsunspor,Tamer Tuna,07/01/1976,Right Midfield,Retired,Ardahan,-,01/30/2009
4933,4933,Samsunspor,Sefa Aksoy,02/26/1989,Central Midfield,68 Aksaray Bld,07/01/2022,free transfer,08/24/2021
4934,4934,Samsunspor,Muzaffer Taskin,11/29/1981,Central Midfield,Retired,,free transfer,02/22/2016
4935,4935,Samsunspor,Marciel,03/20/1982,Central Midfield,Retired,-,free transfer,03/01/2011
4936,4936,Samsunspor,Dejan Radjenovic,05/08/1975,Central Midfield,Retired,Belgrad,free transfer,07/01/2012
4937,4937,Samsunspor,Kaies Ghodhbane,01/07/1976,Central Midfield,Retired,KsarHella,free transfer,08/11/2006
4938,4938,Samsunspor,Adnan Güngör,09/20/1980,Defensive Midfield,Retired,07/01/2016,free transfer,08/17/2015
4939,4939,Samsunspor,Erhan Kayar,06/19/1985,midfield,,Samsun,?,08/28/2010
4940,4940,Samsunspor,Serkan Eyüpoglu,06/24/1985,Right-Back,Without Club,,free transfer,09/18/2018
4941,4941,Samsunspor,Muhammet Seker,03/31/1981,Left-Back,Retired,,free transfer,08/30/2012
4942,4942,Samsunspor,Anis Ayari,02/16/1982,Left-Back,Retired,Lazhar,?,01/01/2007
4943,4943,Samsunspor,Emre Balak,08/11/1988,Centre-Back,Without Club,08/04/2020,free transfer,09/19/2019
4944,4944,Samsunspor,Murat Doymus,11/19/1985,Centre-Back,Unknown,,free transfer,07/01/2017
4945,4945,Samsunspor,Ibrahima Gueyé,02/19/1978,Centre-Back,Retired,07/01/2014,-,02/11/2014
4946,4946,Samsunspor,Ertan Aktepe,01/11/1984,Centre-Back,Retired,Samsun,-,01/27/2012
4947,4947,Samsunspor,Yordan Petkov,03/11/1976,Centre-Back,Retired,07/01/2011,free transfer,01/01/2011
4948,4948,Samsunspor,Kenan Yelek,08/15/1975,Centre-Back,Retired,09/12/2011,free transfer,07/01/2000
4949,4949,Samsunspor,Alper Akici,04/26/1977,Centre-Back,Retired,,free transfer,02/01/2010
4950,4950,Samsunspor,Seyhun Türe,02/23/1986,Goalkeeper,Beykozspor,10/18/2021,free transfer,03/26/2021
4951,4951,Samsunspor,Dejan Maksic,09/20/1975,Goalkeeper,Retired,,free transfer,07/01/2007
4952,4952,Samsunspor,Alioum Boukar,01/03/1972,Goalkeeper,Retired,07/30/2010,-,01/11/2008
4953,4953,Samsunspor,Kerem Inan,03/25/1980,Goalkeeper,Retired,,-,10/14/2016
4954,4954,MKE Ankaragücü,Ali Gherieni,06/11/1983,Centre-Forward,Retired,09/01/2015,-,07/04/2015
4955,4955,MKE Ankaragücü,Ahmed Belal,08/20/1980,Centre-Forward,Retired,01/28/2013,-,01/06/2013
4956,4956,MKE Ankaragücü,Umut Bulut,03/15/1983,Centre-Forward,Eyüpspor,08/05/2021,-,01/06/2020
4957,4957,MKE Ankaragücü,Ilhan Mansiz,08/10/1975,Centre-Forward,Retired,,-,07/01/2006
4958,4958,MKE Ankaragücü,Okan Koc,01/22/1982,Right Winger,Retired,,free transfer,09/02/2011
4959,4959,MKE Ankaragücü,Musa Balli,07/20/1983,Left Winger,Retired,,free transfer,09/20/2013
4960,4960,MKE Ankaragücü,Ali Ölmez,08/21/1983,Left Winger,Retired,Izmir,free transfer,09/16/2014
4961,4961,MKE Ankaragücü,Birol Aksancak,04/08/1979,Left Winger,Retired,12/09/2009,?,08/14/2009
4962,4962,MKE Ankaragücü,Elvir Baljic,07/08/1974,Left Winger,Retired,07/01/2008,free transfer,08/29/2006
4963,4963,MKE Ankaragücü,Héverton,10/28/1985,Attacking Midfield,Retired,04/25/2016,free transfer,01/21/2016
4964,4964,MKE Ankaragücü,Evren Erdeniz,04/03/1983,Attacking Midfield,Retired,Rize,?,02/01/2012
4965,4965,MKE Ankaragücü,Robson,08/30/1988,Attacking Midfield,River Plate-SE,01/01/2013,-,01/01/2011
4966,4966,MKE Ankaragücü,Faruk Namdar,05/06/1974,Attacking Midfield,Retired,,free transfer,07/01/2009
4967,4967,MKE Ankaragücü,Charles-Edouard Coridon,04/09/1973,Attacking Midfield,Retired,07/01/2008,?,07/01/2006
4968,4968,MKE Ankaragücü,Umut Salginoglu,01/01/1988,,Retired,,free transfer,02/02/2018
4969,4969,MKE Ankaragücü,Murat Duruer,01/15/1988,Central Midfield,Without Club,05/21/2019,?,08/31/2018
4970,4970,MKE Ankaragücü,Mert Erdogan,03/01/1989,Central Midfield,Without Club,,free transfer,10/12/2018
4971,4971,MKE Ankaragücü,Burak Karaduman,02/23/1985,Central Midfield,Retired,07/01/2018,free transfer,10/05/2017
4972,4972,MKE Ankaragücü,Deniz Kolgu,01/28/1974,Central Midfield,Retired,07/30/2009,-,05/31/2009
4973,4973,MKE Ankaragücü,Cem Sinan Vergül,10/25/1978,Defensive Midfield,Retired,09/14/2012,?,08/26/2011
4974,4974,MKE Ankaragücü,Onur Acar,01/01/1983,Defensive Midfield,Retired,Ankara,-,08/28/2018
4975,4975,MKE Ankaragücü,Ismet Tasdemir,01/01/1974,Defensive Midfield,Retired,,,08/27/2007
4976,4976,MKE Ankaragücü,Aytekin Viduslu,08/28/1978,Defensive Midfield,Retired,,-,07/01/2011
4977,4977,MKE Ankaragücü,Ergin Pektas,03/03/1987,midfield,Retired,07/01/2017,-,02/12/2016
4978,4978,MKE Ankaragücü,Ayhan Evren,02/13/1982,Right-Back,Retired,---,free transfer,08/13/2012
4979,4979,MKE Ankaragücü,Abdurrahman Dereli,02/15/1981,Right-Back,Retired,01/08/2016,free transfer,07/06/2015
4980,4980,MKE Ankaragücü,Ibrahim Yavuz,11/10/1982,Right-Back,Retired,,free transfer,09/05/2013
4981,4981,MKE Ankaragücü,Niyazi Güney,04/26/1974,Right-Back,Retired,07/01/2009,-,01/30/2009
4982,4982,MKE Ankaragücü,Jean Batista,11/21/1981,Left-Back,Retired,,free transfer,12/16/2015
4983,4983,MKE Ankaragücü,Xavier,01/22/1984,Left-Back,Retired,,?,08/01/2010
4984,4984,MKE Ankaragücü,Ivaylo Petkov,03/24/1976,Left-Back,Retired,07/01/2011,free transfer,01/01/2009
4985,4985,MKE Ankaragücü,Emre Güngör,08/01/1984,Centre-Back,Retired,03/23/2017,free transfer,08/31/2016
4986,4986,MKE Ankaragücü,Sedat Bayrak,04/10/1981,Centre-Back,Retired,Trabzon,free transfer,08/31/2015
4987,4987,MKE Ankaragücü,Gökmen Baris,01/19/1974,Centre-Back,Retired,07/01/2008,-,08/04/2006
4988,4988,MKE Ankaragücü,Erman Güracar,08/24/1974,Centre-Back,Retired,,free transfer,07/20/2009
4989,4989,MKE Ankaragücü,Amr El Desouki,12/08/1980,Sweeper,Retired,PortSaid,-,09/01/2011
4990,4990,MKE Ankaragücü,Hakan Kutlu,01/14/1972,Sweeper,Retired,07/01/2007,-,02/22/1993
4991,4991,MKE Ankaragücü,Hakan Gedik,03/31/1983,Goalkeeper,Retired,Amasya,free transfer,09/04/2012
4992,4992,MKE Ankaragücü,Serkan Kirintili,02/15/1985,Goalkeeper,Ümraniyespor,07/01/2022,free transfer,02/01/2021
4993,4993,MKE Ankaragücü,Orkun Usak,11/05/1980,Goalkeeper,Retired,,-,02/03/2014
4994,4994,Konyaspor,Soner Baymis,12/03/1985,,Retired,08/04/2020,-,10/23/2019
4995,4995,Konyaspor,Volkan Cekic,03/12/1983,Centre-Forward,Retired,,-,12/23/2016
4996,4996,Konyaspor,Gustave Bebbe,06/22/1982,Centre-Forward,S. Kapadokya,03/23/2021,free transfer,01/17/2020
4997,4997,Konyaspor,Tayfun Türkmen,04/12/1978,Centre-Forward,Retired,07/01/2012,free transfer,08/19/2010
4998,4998,Konyaspor,Zafer Biryol,10/02/1976,Centre-Forward,Retired,Rize,free transfer,07/26/2010
4999,4999,Konyaspor,Murat Hacioglu,06/10/1979,Second Striker,Retired,,?,01/14/2018
5000,5000,Konyaspor,Erman Ergin,01/23/1981,Attacking Midfield,Retired,Istanbul,?,01/11/2013
5001,5001,Konyaspor,Erhan Albayrak,04/05/1977,Left Midfield,Retired,Hamburg,-,01/19/2018
5002,5002,Konyaspor,Yobanny Rivero,12/13/1980,Right Midfield,Retired,,?,07/01/2008
5003,5003,Konyaspor,Mustafa Er,01/11/1980,Central Midfield,Retired,07/01/2014,-,01/01/2014
5004,5004,Konyaspor,Tayfun Seven,06/25/1980,Central Midfield,Retired,07/01/2015,?,09/01/2014
5005,5005,Konyaspor,Gökhan Cakir,07/14/1987,Defensive Midfield,K. Sinop Spor,06/04/2021,-,06/11/2019
5006,5006,Konyaspor,Zafer Demir,01/08/1977,Defensive Midfield,Retired,07/01/2013,-,02/08/2013
5007,5007,Konyaspor,Levent Kartop,08/21/1979,Defensive Midfield,Retired,12/27/2012,free transfer,07/11/2012
5008,5008,Konyaspor,Batista,03/04/1975,Defensive Midfield,Retired,,?,04/22/2009
5009,5009,Konyaspor,Ozan Özkan,06/11/1984,Right-Back,Without Club,Mugla,free transfer,09/16/2015
5010,5010,Konyaspor,Yasin Celik,04/08/1975,Right-Back,Retired,07/01/2009,-,01/20/2009
5011,5011,Konyaspor,Eray Er,04/11/1977,Left-Back,Retired,Izmir,?,01/29/2010
5012,5012,Konyaspor,Firat Akkoyun,01/01/1982,Centre-Back,Retired,,?,01/06/2010
5013,5013,Konyaspor,Muhammed Fatih Cirak,02/06/1985,Centre-Back,Without Club,,-,02/17/2017
5014,5014,Konyaspor,Ömer Gündostu,06/01/1976,Centre-Back,Retired,07/01/2011,-,09/30/2010
5015,5015,Konyaspor,Abdelzaher El Saka,01/30/1974,Centre-Back,Retired,05/01/2012,free transfer,07/01/2010
5016,5016,Konyaspor,Ümit Bozkurt,04/20/1976,Sweeper,Retired,02/01/2011,free transfer,07/23/2010
5017,5017,Konyaspor,Eray Birnican,07/20/1988,Goalkeeper,GMG Kastamonu,09/04/2022,free transfer,10/04/2020
5018,5018,Konyaspor,Haluk Tanriseven,08/15/1978,Goalkeeper,Retired,,free transfer,07/20/2011
5019,5019,Konyaspor,Vladimir Vasilj,07/06/1975,Goalkeeper,Retired,Hannover,free transfer,01/26/2006
5020,5020,Konyaspor,Özden Öngün,09/10/1978,Goalkeeper,Retired,12/30/2013,?,01/31/2013
5021,5021,Denizlispor,Taylan Uzunoglu,03/31/1982,Centre-Forward,Retired,,free transfer,01/19/2017
5022,5022,Denizlispor,Onur Icli,01/08/1982,Centre-Forward,Retired,,-,10/24/2014
5023,5023,Denizlispor,Selahattin Kinali,05/15/1978,Centre-Forward,Retired,,-,01/02/2006
5024,5024,Denizlispor,Mehmet Yilmaz,05/22/1979,Centre-Forward,Retired,05/07/2013,-,02/01/2013
5025,5025,Denizlispor,Hüseyin Kartal,01/01/1982,Centre-Forward,Retired,07/01/2016,-,01/29/2015
5026,5026,Denizlispor,Ömer Riza,11/08/1979,Second Striker,Retired,,free transfer,08/01/2015
5027,5027,Denizlispor,Alessandro Cambalhota,05/27/1973,Right Winger,Retired,,?,01/01/2012
5028,5028,Denizlispor,Alex Alves,07/03/1975,attack,Retired,,-,07/01/2009
5029,5029,Denizlispor,Eyüp Kaymakci,09/26/1981,Attacking Midfield,Retired,,-,10/19/2015
5030,5030,Denizlispor,Yusuf Simsek,07/20/1975,Attacking Midfield,Retired,07/01/2012,free transfer,07/01/2011
5031,5031,Denizlispor,Baris Bakir,06/30/1984,Left Midfield,Alibeyköy,09/01/2022,free transfer,11/19/2021
5032,5032,Denizlispor,Güven Varol,06/02/1981,Right Midfield,Retired,07/01/2017,free transfer,08/20/2013
5033,5033,Denizlispor,Miikka Multaharju,10/09/1977,Right Midfield,Retired,01/01/2010,free transfer,01/01/2009
5034,5034,Denizlispor,Selim Teber,03/07/1981,Central Midfield,SW Frankenthal,08/01/2018,-,07/01/2017
5035,5035,Denizlispor,Ibrahim Ege,02/03/1983,Central Midfield,Retired,,free transfer,02/01/2011
5036,5036,Denizlispor,Fatih Egedik,05/02/1982,Defensive Midfield,Retired,07/01/2019,-,02/15/2018
5037,5037,Denizlispor,Serhat Gülpinar,01/01/1979,Defensive Midfield,Retired,12/24/2014,free transfer,09/06/2013
5038,5038,Denizlispor,Tomas Abraham,04/18/1979,Defensive Midfield,Retired,11/24/2019,free transfer,01/01/2018
5039,5039,Denizlispor,Bülent Ertugrul,09/17/1978,Defensive Midfield,Retired,07/01/2015,free transfer,08/16/2013
5040,5040,Denizlispor,Mustafa Keceli,09/15/1978,Left-Back,Retired,07/01/2016,free transfer,01/08/2014
5041,5041,Denizlispor,Ismail Konuk,01/16/1988,Centre-Back,Tuzlaspor,09/07/2020,free transfer,08/09/2019
5042,5042,Denizlispor,Volkan Al,07/05/1983,Centre-Back,Fatihspor,07/01/2019,free transfer,07/01/2018
5043,5043,Denizlispor,Ibrahim Celik,05/12/1980,Centre-Back,Retired,08/28/2013,?,09/05/2011
5044,5044,Denizlispor,Radek Dosoudil,06/20/1983,Centre-Back,AFK Libcice,02/21/2022,free transfer,07/01/2021
5045,5045,Denizlispor,Roman Kratochvil,06/24/1974,Centre-Back,Retired,07/24/2021,free transfer,07/27/2018
5046,5046,Denizlispor,Burak Özsarac,06/07/1979,Centre-Back,Retired,,-,07/30/2012
5047,5047,Denizlispor,Gökhan Bedir,02/09/1987,,Retired,Gaziantep,-,02/09/2006
5048,5048,Denizlispor,Cenk Gönen,02/21/1988,Goalkeeper,Kayserispor,08/24/2021,free transfer,08/13/2020
5049,5049,Denizlispor,Bulut Basmaz,05/06/1984,Goalkeeper,Retired,Izmir,free transfer,07/01/2014
5050,5050,Denizlispor,Süleyman Kücük,02/13/1978,Goalkeeper,Retired,07/01/2017,-,01/12/2017
5051,5051,Denizlispor,Souleymanou Hamidou,11/22/1973,Goalkeeper,Retired,07/01/2011,free transfer,07/07/2008
5052,5052,Gaziantepspor,Onur Aydin,01/13/1988,Centre-Forward,Caycumaspor,11/17/2021,free transfer,04/15/2021
5053,5053,Gaziantepspor,Murat Yilmaz,03/01/1986,Centre-Forward,Retired,,End of loan,06/30/2007
5054,5054,Gaziantepspor,Veysel Cihan,02/04/1976,Centre-Forward,Retired,07/01/2012,?,09/05/2011
5055,5055,Gaziantepspor,Gökhan Gülec,09/25/1985,Centre-Forward,Retired,07/01/2015,free transfer,08/26/2013
